placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,latitude,longitude,query,timestamp,wednesday,thursday,friday,saturday,sunday,monday,tuesday,info,isBlackOwned,error
https://www.google.com/maps/place/Quest+Diagnostics/data=!4m7!3m6!1s0x880fce91a95152e7:0xf86b6fa3c45f217c!8m2!3d41.9895978!4d-87.7490266!16s%2Fg%2F1vs1sgpf!19sChIJ51JRqZHOD4gRfCFfxKNva_g,Quest Diagnostics,3.2,125,Medical laboratory,"4801 W Peterson Ave Ste 205, Chicago, IL 60646, United States","X7Q2+R9 Chicago, Illinois, USA",https://locations.questdiagnostics.com/il/chicago/4801-w-peterson-ave,+1 312-261-0747,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO-dsNzMOM7xyAmVgUyqIOwWM1v22bsDr05sZv2=w426-h240-k-no,TRUE,41.9895625,-87.7490625,https://www.google.com/maps/search/quest+diagnostics+Chicago+IL,2025-10-02T00:01:09.137Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,7 am–1 pm,Closed,8 am–4 pm,8 am–4 pm,,,
https://www.google.com/maps/place/Downtown/data=!4m7!3m6!1s0x880e2ca5a64deaff:0xc5a8064a01138e97!8m2!3d41.8834907!4d-87.6257549!16s%2Fg%2F11cs5x_vsm!19sChIJ_-pNpqUsDogRl44TAUoGqMU,Downtown,4.8,414,Tourist attraction,"111 N Wabash Ave STE 1514, Chicago, IL 60602, United States","V9MF+9M Chicago, Illinois, USA",,+1 312-332-5960,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noERwpuu1_r9RIHXFnrK75FhQqnVkJeXIPrlkJP6pUKRFy8IzuKeRLfwvzCdZ2iEWBh1Q_Rir4ymZ1FW7SO8hNQiLxxHr6ZkhgjX3saW_djJf9H2ESlKwZugelp0C8D4Psttqnr7Q=w408-h306-k-no,FALSE,41.8834375,-87.6258125,https://www.google.com/maps/search/quest+diagnostics+Chicago+IL,2025-10-02T00:01:14.839Z,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,7 am–4:30 pm,7 am–4:30 pm,,,
https://www.google.com/maps/place/Quest+Diagnostics/data=!4m7!3m6!1s0x8640bf82157fab21:0xb127860625b1de89!8m2!3d29.723971!4d-95.3878203!16s%2Fg%2F1thr7k98!19sChIJIat_FYK_QIYRid6xJQaGJ7E,Quest Diagnostics,3.2,177,Medical laboratory,"1200 Binz St Ste 115, Houston, TX 77004, United States","PJF6+HV Houston Museum District, Houston, TX, USA",https://locations.questdiagnostics.com/tx/houston/1200-binz-st,+1 713-527-8058,"Closed ⋅ Opens 7:30 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOmkmy2V1wGc9BMnDTsNL70LyB1gDwotgoeqMmY=w426-h240-k-no,TRUE,29.7239375,-95.3878125,https://www.google.com/maps/search/quest+diagnostics+Houston+TX,2025-10-02T00:01:26.316Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,,,
https://www.google.com/maps/place/Quest+Diagnostics/data=!4m7!3m6!1s0x8640c7019bc05ce3:0x524aa5c6d3b7f797!8m2!3d29.8105485!4d-95.4342517!16s%2Fg%2F1tslk2_h!19sChIJ41zAmwHHQIYRl_e308alSlI,Quest Diagnostics,3.3,271,Medical laboratory,"1919 N Loop W Suite 125, Houston, TX 77008, United States","RH68+67 Northside, Houston, TX, USA",https://locations.questdiagnostics.com/tx/houston/1919-north-loop-w,+1 713-861-9642,"Closed ⋅ Opens 7 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNYhf5zG4h4DGZGEthpRBDzLEZozACpl38GOv-K=w426-h240-k-no,TRUE,29.8105625,-95.4343125,https://www.google.com/maps/search/quest+diagnostics+Houston+TX,2025-10-02T00:01:32.035Z,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,7 am–5 pm,7 am–5 pm,,,
https://www.google.com/maps/place/Quest+Diagnostics+MLK/data=!4m7!3m6!1s0x864095550dad4a4b:0xe4d631ea0d33e7c7!8m2!3d29.6581325!4d-95.3376209!16s%2Fg%2F11tm_d3_b4!19sChIJS0qtDVWVQIYRx-czDeox1uQ,Quest Diagnostics MLK,4.3,45,Medical laboratory,"8610 Martin Luther King Blvd suite b, Houston, TX 77033, United States","MM56+7X South Side, Houston, TX, USA",http://questdiagnostics.com/,+1 713-877-6000,"Closed ⋅ Opens 8:30 am Thu

Updated by others 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipM2DOfvLQiH96Vn9E3FpU_9NCkrPu4bv2m7OFJs=w408-h271-k-no,TRUE,29.6581875,-95.3375625,https://www.google.com/maps/search/quest+diagnostics+Houston+TX,2025-10-02T00:01:37.590Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,8:30 am–5:30 pm,,,
https://www.google.com/maps/place/Quest+Diagnostics/data=!4m7!3m6!1s0x8640c04884c1b5bb:0xe2639801893125eb!8m2!3d29.7046861!4d-95.4256111!16s%2Fg%2F11c1nhn3c0!19sChIJu7XBhEjAQIYR6yUxiQGYY-I,Quest Diagnostics,3.7,122,Medical laboratory,"3131 W Holcombe Blvd, Houston, TX 77025, United States","PH3F+VQ Braeswood, Houston, TX, USA",https://locations.questdiagnostics.com/tx/houston/3131-w-holcombe-blvd,+1 713-667-7772,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPaJspFfHlqA0cpBdAFMjKM90jg2RI3XnneLJoH=w408-h271-k-no,TRUE,29.7046875,-95.4255625,https://www.google.com/maps/search/quest+diagnostics+Houston+TX,2025-10-02T00:01:43.067Z,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",8 am–12 pm,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",,,
https://www.google.com/maps/place/Quest+Diagnostics/data=!4m7!3m6!1s0x8640b9e4ee8eb417:0x1448e36072ed4d58!8m2!3d29.774345!4d-95.3911!16s%2Fg%2F11ftp71_w9!19sChIJF7SO7uS5QIYRWE3tcmDjSBQ,Quest Diagnostics,3.6,153,Medical laboratory,"1431 Studemont St, Houston, TX 77007, United States","QJF5+PH Washington Avenue Coalition / Memorial Park, Houston, TX, USA",https://locations.questdiagnostics.com/tx/houston/1431-studemont-st,+1 281-740-7989,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqrZ9DrJIe5eoE5qdz9w929oLEqsc2AXYx_xt06IQlc4DnlSZyMssBMOhBqMK_U_YxzNv2PFo61gKggzV3Kb7jET_iS2iqniHka7qhXw0NrWwLXk_x0TjVJ1YbKFLfiyKSm5UQ2WA=w413-h240-k-no,TRUE,29.7743125,-95.3910625,https://www.google.com/maps/search/quest+diagnostics+Houston+TX,2025-10-02T00:01:48.454Z,"8 am–12:30 pm, 1:30–5 pm","8 am–12:30 pm, 1:30–5 pm","8 am–12:30 pm, 1:30–5 pm",Closed,Closed,"8 am–12:30 pm, 1:30–5 pm","8 am–12:30 pm, 1:30–5 pm",,,
https://www.google.com/maps/place/Sonora+Quest+Laboratories/data=!4m7!3m6!1s0x872b120dd708f209:0xca29256055921831!8m2!3d33.4660108!4d-112.061047!16s%2Fg%2F1vq9mrj4!19sChIJCfII1w0SK4cRMRiSVWAlKco,Sonora Quest Laboratories,2.8,128,Medical laboratory,"926 E McDowell Rd UNIT 122, Phoenix, AZ 85006, United States","FW8Q+CH Phoenix, Arizona, USA",https://www.sonoraquest.com/,+1 602-612-3607,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/p/AF1QipNDFCstXLh7KRWtgh28i45MvAA5cFGVF_SGVj1N=w408-h544-k-no,TRUE,33.4660625,-112.0610625,https://www.google.com/maps/search/quest+diagnostics+Phoenix+AZ,2025-10-02T00:01:59.977Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Sonora+Quest+Laboratories/data=!4m7!3m6!1s0x872b6cd9cf7e1fa9:0xf69441c95d2b99aa!8m2!3d33.5091647!4d-112.1027331!16s%2Fg%2F1vs1sbnr!19sChIJqR9-z9lsK4cRqpkrXclBlPY,Sonora Quest Laboratories,3.1,133,Medical laboratory,"2001 W Camelback Rd Suite 150, Phoenix, AZ 85015, United States","GV5W+MW Phoenix, Arizona, USA",https://www.sonoraquest.com/,+1 602-242-3772,"Closed ⋅ Opens 6 am Thu

Updated by phone call 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipP4ZeYKUufPkoTOmd-4cWf4YRko1ps7sqztLMfe=w408-h544-k-no,TRUE,33.5091875,-112.1026875,https://www.google.com/maps/search/quest+diagnostics+Phoenix+AZ,2025-10-02T00:02:05.732Z,6 am–3 pm,6 am–3 pm,6 am–3 pm,Closed,Closed,6 am–3 pm,6 am–3 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Sonora+Quest+Laboratories/data=!4m7!3m6!1s0x872b7177df0b6bf9:0x1ceb7949c0c773e6!8m2!3d33.640261!4d-111.9999122!16s%2Fg%2F1tp27rdx!19sChIJ-WsL33dxK4cR5nPHwEl56xw,Sonora Quest Laboratories,3.1,127,Medical laboratory,"3805 E Bell Rd #1500, Phoenix, AZ 85032, United States","J2R2+42 Phoenix, Arizona, USA",https://www.sonoraquest.com/,+1 602-493-7133,Closed ⋅ Opens 6 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYfJQaoicgSSmdboKzU4VqaNzQiw6O0hUoDo-kCC13bB2PQRByLLl1od8dwSwakiWS7ecCPDzIBQu-zaZF41W4lnPl5h5rIMjvC3KVsNV3YKpCDa9h2Fo5RdafMoVF1KZTfcwG=w408-h306-k-no,TRUE,33.6403125,-111.9999375,https://www.google.com/maps/search/quest+diagnostics+Phoenix+AZ,2025-10-02T00:02:11.617Z,6 am–3 pm,6 am–3 pm,6 am–3 pm,Closed,Closed,6 am–3 pm,6 am–3 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Sonora+Quest+Laboratories/data=!4m7!3m6!1s0x872b0d10fc48e08d:0x119ebeec6ca1ee0!8m2!3d33.5115333!4d-112.0143472!16s%2Fg%2F11ckxwfn95!19sChIJjeBI_BANK4cR4B7Kxu7rGQE,Sonora Quest Laboratories,3.1,63,Medical laboratory,"3132 E Camelback Rd, Phoenix, AZ 85016, United States","GX6P+J7 Phoenix, Arizona, USA",https://www.sonoraquest.com/find-a-location/phoenix-by-appointment-only-32nd-st-camelback-inside-safeway/?utm_medium=organic&utm_source=google&utm_campaign=google-my-business&utm_content=bx5,+1 602-281-6290,Closed ⋅ Opens 7 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npjHTj-8ENk-sM3iJRey4nJwVZJy9U2Fe91T36-mrLQxM1-jHs5-QmRIDeAInw5EUjYkSYo2JGgwszj0BvPxak--sBkPgV0FKiIyZtytptmAFdQEpu5jD9QGf14myERsA4KnIVT=w408-h544-k-no,TRUE,33.5115625,-112.0143125,https://www.google.com/maps/search/quest+diagnostics+Phoenix+AZ,2025-10-02T00:02:17.348Z,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,7 am–4 pm,7 am–4 pm,,,
https://www.google.com/maps/place/Sonora+Quest+Laboratories/data=!4m7!3m6!1s0x872b047cd65adf99:0x4f8cb424f5aaaccb!8m2!3d33.303765!4d-111.987339!16s%2Fg%2F1vbnpwgb!19sChIJmd9a1nwEK4cRy6yq9SS0jE8,Sonora Quest Laboratories,3,130,Medical laboratory,"15810 S 45th St Suite 101, Phoenix, AZ 85048, United States","8237+G3 Phoenix, Arizona, USA",https://www.sonoraquest.com/,+1 480-704-0053,"Closed ⋅ Opens 6 am Thu

Updated by phone call 7 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noqUWZck0erxhs3Qtf8tObhm9rhb_vLLDqg6w77J3bsQC8qlvyYZPpdUX_dXPF9pL77x69xaKNCGnlrzjoVs2PTvmGfn1lVwQNuWBkWYBOFxYRmNvfwgIH3L8Z4Z5ZgR2_-fusx=w408-h544-k-no,TRUE,33.3038125,-111.9873125,https://www.google.com/maps/search/quest+diagnostics+Phoenix+AZ,2025-10-02T00:02:23.094Z,6 am–3 pm,6 am–3 pm,6 am–3 pm,Closed,Closed,6 am–3 pm,6 am–3 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Quest+Diagnostics/data=!4m7!3m6!1s0x89c6c627f5bdfb51:0xf06aa7e60439ae62!8m2!3d39.9471606!4d-75.1551376!16s%2Fg%2F11b6snksqp!19sChIJUfu99SfGxokRYq45BOanavA,Quest Diagnostics,4.1,79,Medical laboratory,"803 Locust St, Philadelphia, PA 19107, United States","WRWV+VW Philadelphia, Pennsylvania, USA",https://locations.questdiagnostics.com/pa/philadelphia/803-locust-st,+1 215-922-1484,"Closed ⋅ Opens 7 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipO_CtaghWA7bFfptbuo7NYPEC_XaZqHyNfd1X2f=w426-h240-k-no,TRUE,39.9471875,-75.1551875,https://www.google.com/maps/search/quest+diagnostics+Philadelphia+PA,2025-10-02T00:02:34.457Z,7 am–3:30 pm,7 am–3:30 pm,7 am–3:30 pm,Closed,Closed,7 am–3:30 pm,7 am–3:30 pm,,,
https://www.google.com/maps/place/Quest+Diagnostics/data=!4m7!3m6!1s0x89c6b3b9271eb255:0xb0732789c74c8eea!8m2!3d40.093798!4d-75.0321051!16s%2Fg%2F1tdk63s6!19sChIJVbIeJ7mzxokR6o5Mx4knc7A,Quest Diagnostics,1.9,309,Medical laboratory,"9808 Bustleton Ave, Philadelphia, PA 19115, United States","3XV9+G5 Philadelphia, Pennsylvania, USA",https://locations.questdiagnostics.com/pa/philadelphia/9808-bustleton-avenue,+1 215-969-2621,"Closed ⋅ Opens 7:30 am Thu

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AC9h4noXdvpirvWbX5HcPiSfd0-EFs7vNcFGs9-SqhBd9Dk17G7lnHMvPmkCbpxYwI0DigaqSDD9ezWPhcLouY5t5nWv9e6XCUVzhEoVNGBBGK96zrqpABERJH4JVByEP1QDyVenN0JbcQ=w408-h544-k-no,TRUE,40.0938125,-75.0320625,https://www.google.com/maps/search/quest+diagnostics+Philadelphia+PA,2025-10-02T00:02:40.419Z,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7–11 am,Closed,7:30 am–4 pm,7:30 am–4 pm,,,
